timestamp,x,y,z
2024-06-12T08:48:11.961357,0.15,0.05,0
2024-06-12T08:48:12.061647,0.15,0.05,0
2024-06-12T08:48:12.162665,0.15,0.05,0
2024-06-12T08:48:12.262306,0.15,0.05,0
2024-06-12T08:48:12.361411,0.15,0.05,0
2024-06-12T08:48:12.461814,0.15,0.05,0
2024-06-12T08:48:12.562529,0.15,0.05,0
2024-06-12T08:48:12.661879,0.15,0.05,0
2024-06-12T08:48:12.761132,0.15,0.05,0
2024-06-12T08:48:12.861791,0.15,0.05,0
2024-06-12T08:48:12.961406,0.15,0.05,0
2024-06-12T08:48:13.061931,0.15,0.05,0
2024-06-12T08:48:13.162396,0.15,0.05,0
2024-06-12T08:48:13.262402,0.15,0.05,0
2024-06-12T08:48:13.363655,0.15,0.05,0
2024-06-12T08:48:13.461532,0.15,0.05,0
2024-06-12T08:48:13.561263,0.15,0.05,0
2024-06-12T08:48:13.661592,0.15,0.05,0
2024-06-12T08:48:13.763697,0.15,0.05,0
2024-06-12T08:48:13.861608,0.15,0.05,0
2024-06-12T08:48:13.961350,0.15,0.05,0
2024-06-12T08:48:14.062021,0.15,0.05,0
2024-06-12T08:48:14.161405,0.15,0.05,0
2024-06-12T08:48:14.261510,0.15,0.05,0
2024-06-12T08:48:14.361317,0.15,0.05,0
2024-06-12T08:48:14.461536,0.15,0.05,0
2024-06-12T08:48:14.561356,0.15,0.05,0
2024-06-12T08:48:14.661203,0.15,0.05,0
2024-06-12T08:48:14.761271,0.15,0.05,0
2024-06-12T08:48:14.861737,0.15,0.05,0
2024-06-12T08:48:14.961342,0.15,0.05,0
2024-06-12T08:48:15.061308,0.15,0.05,0
2024-06-12T08:48:15.161560,0.15,0.05,0
2024-06-12T08:48:15.261614,0.15,0.05,0
2024-06-12T08:48:15.362349,0.15,0.05,0
2024-06-12T08:48:15.463010,0.15,0.05,0
2024-06-12T08:48:15.561885,0.15,0.05,0
2024-06-12T08:48:15.663444,0.15,0.05,0
2024-06-12T08:48:15.761418,0.15,0.05,0
2024-06-12T08:48:15.861514,0.15,0.05,0
2024-06-12T08:48:15.962046,0.15,0.05,0
2024-06-12T08:48:16.061586,0.15,0.05,0
2024-06-12T08:48:16.161452,0.15,0.05,0
2024-06-12T08:48:16.261588,0.15,0.05,0
2024-06-12T08:48:16.361330,0.15,0.05,0
2024-06-12T08:48:16.461483,0.15,0.05,0
2024-06-12T08:48:16.561971,0.15,0.05,0
2024-06-12T08:48:16.662344,0.15,0.05,0
2024-06-12T08:48:16.762679,0.15,0.05,0
2024-06-12T08:48:16.861585,0.15,0.05,0
2024-06-12T08:48:16.961119,0.15,0.05,0
2024-06-12T08:48:17.061443,0.15,0.05,0
2024-06-12T08:48:17.161866,0.15,0.05,0
2024-06-12T08:48:17.262325,0.15,0.05,0
2024-06-12T08:48:17.361972,0.15,0.05,0
2024-06-12T08:48:17.461956,0.15,0.05,0
2024-06-12T08:48:17.563088,0.15,0.05,0
2024-06-12T08:48:17.663731,0.15,0.05,0
2024-06-12T08:48:17.761986,0.15,0.05,0
2024-06-12T08:48:17.861265,0.15,0.05,0
2024-06-12T08:48:17.961668,0.15,0.05,0
2024-06-12T08:48:18.061680,0.15,0.05,0
2024-06-12T08:48:18.161705,0.15,0.05,0
2024-06-12T08:48:18.261651,0.15,0.05,0
2024-06-12T08:48:18.362404,0.15,0.05,0
2024-06-12T08:48:18.461314,0.15,0.05,0
2024-06-12T08:48:18.561441,0.15,0.05,0
2024-06-12T08:48:18.709393,0.15,0.05,0
2024-06-12T08:48:18.793780,0.15,0.05,0
2024-06-12T08:48:18.861573,0.15,0.05,0
2024-06-12T08:48:18.961220,0.15,0.05,0
2024-06-12T08:48:19.061818,0.15,0.05,0
2024-06-12T08:48:19.162424,0.15,0.05,0
2024-06-12T08:48:19.261370,0.15,0.05,0
2024-06-12T08:48:19.361863,0.15,0.05,0
2024-06-12T08:48:19.461547,0.15,0.05,0
2024-06-12T08:48:19.561606,0.15,0.05,0
2024-06-12T08:48:19.661309,0.15,0.05,0
2024-06-12T08:48:19.761668,0.15,0.05,0
2024-06-12T08:48:19.861427,0.15,0.05,0
2024-06-12T08:48:19.961406,0.15,0.05,0
2024-06-12T08:48:20.061540,0.15,0.05,0
2024-06-12T08:48:20.161532,0.15,0.05,0
2024-06-12T08:48:20.261870,0.15,0.05,0
2024-06-12T08:48:20.362222,0.15,0.05,0
2024-06-12T08:48:20.461120,0.15,0.05,0
2024-06-12T08:48:20.561354,0.15,0.05,0
2024-06-12T08:48:20.662405,0.15,0.05,0
2024-06-12T08:48:20.761397,0.15,0.05,0
2024-06-12T08:48:20.862076,0.15,0.05,0
2024-06-12T08:48:20.961424,0.15,0.05,0
2024-06-12T08:48:21.061625,0.15,0.05,0
2024-06-12T08:48:21.161582,0.15,0.05,0
2024-06-12T08:48:21.267177,0.15,0.05,0
2024-06-12T08:48:21.361359,0.15,0.05,0
2024-06-12T08:48:21.461477,0.15,0.05,0
2024-06-12T08:48:21.561439,0.15,0.05,0
2024-06-12T08:48:21.661818,0.15,0.05,0
2024-06-12T08:48:21.761659,0.15,0.05,0
2024-06-12T08:48:21.862423,0.15,0.05,0
2024-06-12T08:48:21.962636,0.15,0.05,0
2024-06-12T08:48:22.062433,0.15,0.04,0
2024-06-12T08:48:22.161748,0.15,0.05,0
2024-06-12T08:48:22.263441,0.15,0.05,0
2024-06-12T08:48:22.361632,0.15,0.05,0
2024-06-12T08:48:22.461314,0.15,0.05,0
2024-06-12T08:48:22.563932,0.15,0.05,0
2024-06-12T08:48:22.662031,0.15,0.05,0
2024-06-12T08:48:22.761517,0.15,0.05,0
2024-06-12T08:48:22.861272,0.15,0.05,0
2024-06-12T08:48:22.961717,0.15,0.05,0
2024-06-12T08:48:23.062613,0.15,0.05,0
2024-06-12T08:48:23.161468,0.15,0.05,0
2024-06-12T08:48:23.261549,0.15,0.05,0
2024-06-12T08:48:23.362037,0.15,0.05,0
2024-06-12T08:48:23.462013,0.15,0.05,0
2024-06-12T08:48:23.561306,0.15,0.05,0
2024-06-12T08:48:23.661318,0.15,0.05,0
2024-06-12T08:48:23.761637,0.15,0.05,0
2024-06-12T08:48:23.861890,0.15,0.05,0
2024-06-12T08:48:23.961779,0.15,0.05,0
2024-06-12T08:48:24.061745,0.15,0.05,0
2024-06-12T08:48:24.161835,0.15,0.05,0
2024-06-12T08:48:24.261370,0.15,0.05,0
2024-06-12T08:48:24.361924,0.15,0.05,0
2024-06-12T08:48:24.461437,0.15,0.05,0
2024-06-12T08:48:24.561808,0.15,0.05,0
2024-06-12T08:48:24.661708,0.15,0.05,0
2024-06-12T08:48:24.761611,0.15,0.05,0
2024-06-12T08:48:24.861907,0.15,0.05,0
2024-06-12T08:48:24.961940,0.15,0.05,0
2024-06-12T08:48:25.080148,0.15,0.05,0
2024-06-12T08:48:25.161626,0.15,0.05,0
2024-06-12T08:48:25.261702,0.15,0.05,0
2024-06-12T08:48:25.361620,0.15,0.05,0
2024-06-12T08:48:25.461398,0.15,0.05,0
2024-06-12T08:48:25.561595,0.15,0.05,0
2024-06-12T08:48:25.661696,0.15,0.05,0
2024-06-12T08:48:25.761426,0.15,0.05,0
2024-06-12T08:48:25.861566,0.15,0.05,0
2024-06-12T08:48:25.961796,0.15,0.05,0
2024-06-12T08:48:26.062226,0.15,0.05,0
2024-06-12T08:48:26.162550,0.15,0.05,0
2024-06-12T08:48:26.261592,0.15,0.05,0
2024-06-12T08:48:26.362058,0.15,0.05,0
2024-06-12T08:48:26.462600,0.15,0.05,0
2024-06-12T08:48:26.563563,0.15,0.05,0
2024-06-12T08:48:26.662400,0.15,0.05,0
2024-06-12T08:48:26.761463,0.15,0.05,0
2024-06-12T08:48:26.861709,0.15,0.05,0
2024-06-12T08:48:26.961656,0.15,0.05,0
2024-06-12T08:48:27.061669,0.15,0.05,0
2024-06-12T08:48:27.161487,0.15,0.05,0
2024-06-12T08:48:27.261402,0.15,0.05,0
2024-06-12T08:48:27.361470,0.15,0.05,0
2024-06-12T08:48:27.461992,0.15,0.05,0
2024-06-12T08:48:27.561436,0.15,0.05,0
2024-06-12T08:48:27.661396,0.15,0.05,0
2024-06-12T08:48:27.761819,0.15,0.05,0
2024-06-12T08:48:27.861798,0.15,0.05,0
2024-06-12T08:48:27.961389,0.15,0.05,0
2024-06-12T08:48:28.061412,0.15,0.05,0
2024-06-12T08:48:28.161703,0.15,0.05,0
2024-06-12T08:48:28.261482,0.15,0.05,0
2024-06-12T08:48:28.361417,0.15,0.05,0
2024-06-12T08:48:28.461770,0.15,0.05,0
2024-06-12T08:48:28.561554,0.15,0.05,0
2024-06-12T08:48:28.661509,0.15,0.05,0
2024-06-12T08:48:28.761600,0.15,0.05,0
2024-06-12T08:48:28.861521,0.15,0.05,0
2024-06-12T08:48:28.961547,0.15,0.05,0
2024-06-12T08:48:29.061705,0.15,0.05,0
2024-06-12T08:48:29.162463,0.15,0.05,0
2024-06-12T08:48:29.261958,0.15,0.05,0
2024-06-12T08:48:29.362265,0.15,0.05,0
2024-06-12T08:48:29.461493,0.15,0.05,0
2024-06-12T08:48:29.561438,0.15,0.05,0
2024-06-12T08:48:29.664225,0.15,0.05,0
2024-06-12T08:48:29.761668,0.15,0.05,0
2024-06-12T08:48:29.861466,0.15,0.05,0
2024-06-12T08:48:29.961563,0.15,0.05,0
2024-06-12T08:48:30.061563,0.15,0.05,0
2024-06-12T08:48:30.161674,0.15,0.05,0
2024-06-12T08:48:30.262353,0.15,0.05,0
2024-06-12T08:48:30.504010,0.15,0.05,0
2024-06-12T08:48:30.550401,0.15,0.05,0
2024-06-12T08:48:30.616409,0.15,0.05,0
2024-06-12T08:48:30.664347,0.15,0.05,0
2024-06-12T08:48:30.763124,0.15,0.05,0
2024-06-12T08:48:30.870856,0.15,0.05,0
2024-06-12T08:48:30.963199,0.15,0.05,0
2024-06-12T08:48:31.063688,0.15,0.05,0
2024-06-12T08:48:31.165975,0.15,0.05,0
2024-06-12T08:48:31.275422,0.15,0.05,0
2024-06-12T08:48:31.361994,0.15,0.04,0
2024-06-12T08:48:31.461588,0.15,0.05,0
2024-06-12T08:48:31.561379,0.15,0.05,0
2024-06-12T08:48:31.663012,0.15,0.05,0
2024-06-12T08:48:31.761848,0.15,0.05,0
2024-06-12T08:48:31.862141,0.15,0.05,0
2024-06-12T08:48:31.961972,0.15,0.05,0
2024-06-12T08:48:32.062375,0.15,0.05,0
2024-06-12T08:48:32.161855,0.15,0.05,0
2024-06-12T08:48:32.261647,0.15,0.05,0
2024-06-12T08:48:32.361630,0.15,0.05,0
2024-06-12T08:48:32.461909,0.15,0.05,0
2024-06-12T08:48:32.561769,0.15,0.05,0
2024-06-12T08:48:32.661589,0.15,0.05,0
2024-06-12T08:48:32.761562,0.15,0.05,0
2024-06-12T08:48:32.861556,0.15,0.05,0
2024-06-12T08:48:32.963397,0.15,0.05,0
2024-06-12T08:48:33.061479,0.15,0.05,0
2024-06-12T08:48:33.161712,0.15,0.05,0
2024-06-12T08:48:33.261558,0.15,0.05,0
2024-06-12T08:48:33.362577,0.15,0.05,0
2024-06-12T08:48:33.462010,0.15,0.05,0
2024-06-12T08:48:33.561598,0.15,0.05,0
2024-06-12T08:48:33.661745,0.15,0.05,0
2024-06-12T08:48:33.761975,0.15,0.05,0
2024-06-12T08:48:33.861731,0.15,0.05,0
2024-06-12T08:48:33.961605,0.15,0.05,0
2024-06-12T08:48:34.061933,0.15,0.05,0
2024-06-12T08:48:34.161352,0.15,0.05,0
2024-06-12T08:48:34.262228,0.15,0.05,0
2024-06-12T08:48:34.362345,0.15,0.05,0
2024-06-12T08:48:34.461653,0.15,0.05,0
2024-06-12T08:48:34.561765,0.15,0.05,0
2024-06-12T08:48:34.661968,0.15,0.05,0
2024-06-12T08:48:34.766932,0.15,0.05,0
2024-06-12T08:48:34.861705,0.15,0.05,0
2024-06-12T08:48:34.962251,0.15,0.05,0
2024-06-12T08:48:35.066652,0.15,0.05,0
2024-06-12T08:48:35.162395,0.15,0.05,0
2024-06-12T08:48:35.262421,0.15,0.05,0
2024-06-12T08:48:35.361457,0.15,0.05,0
2024-06-12T08:48:35.463261,0.15,0.05,0
2024-06-12T08:48:35.561781,0.15,0.05,0
2024-06-12T08:48:35.665247,0.15,0.05,0
2024-06-12T08:48:35.763266,0.15,0.05,0
2024-06-12T08:48:35.861552,0.15,0.05,0
2024-06-12T08:48:35.961467,0.15,0.05,0
2024-06-12T08:48:36.063529,0.15,0.05,0
2024-06-12T08:48:36.162132,0.15,0.05,0
2024-06-12T08:48:36.261829,0.15,0.05,0
2024-06-12T08:48:36.361782,0.15,0.05,0
2024-06-12T08:48:36.462104,0.15,0.05,0
2024-06-12T08:48:36.561410,0.15,0.05,0
2024-06-12T08:48:36.661579,0.15,0.05,0
2024-06-12T08:48:36.761918,0.15,0.05,0
2024-06-12T08:48:36.861400,0.15,0.05,0
2024-06-12T08:48:36.962409,0.15,0.05,0
2024-06-12T08:48:37.061795,0.15,0.05,0
2024-06-12T08:48:37.161740,0.15,0.05,0
2024-06-12T08:48:37.263037,0.15,0.05,0
2024-06-12T08:48:37.361766,0.15,0.05,0
2024-06-12T08:48:37.462014,0.15,0.05,0
2024-06-12T08:48:37.561802,0.15,0.05,0
2024-06-12T08:48:37.661393,0.15,0.05,0
2024-06-12T08:48:37.762671,0.15,0.05,0
2024-06-12T08:48:37.862415,0.15,0.05,0
2024-06-12T08:48:37.961713,0.15,0.05,0
2024-06-12T08:48:38.081361,0.15,0.05,0
2024-06-12T08:48:38.161960,0.15,0.05,0
2024-06-12T08:48:38.262037,0.15,0.05,0
2024-06-12T08:48:38.362039,0.15,0.05,0
2024-06-12T08:48:38.461641,0.15,0.05,0
2024-06-12T08:48:38.561824,0.15,0.05,0
2024-06-12T08:48:38.662775,0.15,0.05,0
2024-06-12T08:48:38.761920,0.15,0.05,0
2024-06-12T08:48:38.861743,0.15,0.05,0
2024-06-12T08:48:38.961642,0.15,0.05,0
2024-06-12T08:48:39.061618,0.15,0.05,0
2024-06-12T08:48:39.162035,0.15,0.05,0
2024-06-12T08:48:39.262254,0.15,0.05,0
2024-06-12T08:48:39.364172,0.15,0.05,0
2024-06-12T08:48:39.462659,0.15,0.05,0
2024-06-12T08:48:39.562517,0.15,0.05,0
2024-06-12T08:48:39.663988,0.15,0.05,0
2024-06-12T08:48:39.761498,0.15,0.05,0
2024-06-12T08:48:39.861670,0.15,0.05,0
2024-06-12T08:48:39.961797,0.15,0.05,0
2024-06-12T08:48:40.061922,0.15,0.05,0
2024-06-12T08:48:40.163325,0.15,0.05,0
2024-06-12T08:48:40.261606,0.15,0.05,0
2024-06-12T08:48:40.361921,0.15,0.05,0
2024-06-12T08:48:40.461670,0.15,0.05,0
2024-06-12T08:48:40.561676,0.15,0.05,0
2024-06-12T08:48:40.661991,0.15,0.05,0
2024-06-12T08:48:40.761767,0.15,0.05,0
2024-06-12T08:48:40.862071,0.15,0.05,0
2024-06-12T08:48:40.961556,0.15,0.05,0
2024-06-12T08:48:41.061762,0.15,0.05,0
2024-06-12T08:48:41.161611,0.15,0.05,0
2024-06-12T08:48:41.267555,0.15,0.05,0
2024-06-12T08:48:41.361635,0.15,0.05,0
2024-06-12T08:48:41.461628,0.15,0.05,0
2024-06-12T08:48:41.561630,0.15,0.05,0
2024-06-12T08:48:41.661714,0.15,0.05,0
2024-06-12T08:48:41.761648,0.15,0.05,0
2024-06-12T08:48:41.861894,0.15,0.05,0
2024-06-12T08:48:41.961921,0.15,0.05,0
2024-06-12T08:48:42.063631,0.15,0.05,0
2024-06-12T08:48:42.163039,0.15,0.05,0
2024-06-12T08:48:42.261870,0.15,0.05,0
2024-06-12T08:48:42.361856,0.15,0.05,0
2024-06-12T08:48:42.462879,0.15,0.05,0
2024-06-12T08:48:42.562025,0.15,0.05,0
2024-06-12T08:48:42.662771,0.15,0.05,0
2024-06-12T08:48:42.762521,0.15,0.05,0
2024-06-12T08:48:42.863159,0.15,0.05,0
2024-06-12T08:48:42.962198,0.15,0.05,0
2024-06-12T08:48:43.062296,0.15,0.05,0
2024-06-12T08:48:43.161679,0.15,0.05,0
2024-06-12T08:48:43.264150,0.15,0.05,0
2024-06-12T08:48:43.362143,0.15,0.05,0
2024-06-12T08:48:43.462134,0.15,0.05,0
2024-06-12T08:48:43.561938,0.15,0.05,0
2024-06-12T08:48:43.661611,0.15,0.05,0
2024-06-12T08:48:43.761706,0.15,0.05,0
2024-06-12T08:48:43.862182,0.15,0.05,0
2024-06-12T08:48:43.962733,0.15,0.05,0
2024-06-12T08:48:44.062135,0.15,0.05,0
2024-06-12T08:48:44.161864,0.15,0.05,0
2024-06-12T08:48:44.261910,0.15,0.05,0
2024-06-12T08:48:44.361398,0.15,0.05,0
2024-06-12T08:48:44.462357,0.15,0.05,0
2024-06-12T08:48:44.561706,0.15,0.05,0
2024-06-12T08:48:44.662477,0.15,0.05,0
2024-06-12T08:48:44.761694,0.15,0.05,0
2024-06-12T08:48:44.861856,0.15,0.05,0
2024-06-12T08:48:44.961792,0.15,0.05,0
2024-06-12T08:48:45.062159,0.15,0.05,0
2024-06-12T08:48:45.161675,0.15,0.05,0
2024-06-12T08:48:45.262048,0.15,0.05,0
2024-06-12T08:48:45.361431,0.15,0.05,0
2024-06-12T08:48:45.461786,0.15,0.05,0
2024-06-12T08:48:45.562265,0.15,0.05,0
2024-06-12T08:48:45.661927,0.15,0.05,0
2024-06-12T08:48:45.761813,0.15,0.05,0
2024-06-12T08:48:45.861831,0.15,0.05,0
2024-06-12T08:48:45.961715,0.15,0.05,0
2024-06-12T08:48:46.062525,0.15,0.05,0
2024-06-12T08:48:46.161944,0.15,0.05,0
2024-06-12T08:48:46.261642,0.15,0.05,0
2024-06-12T08:48:46.383708,0.15,0.05,0
2024-06-12T08:48:46.461732,0.15,0.05,0
2024-06-12T08:48:46.561731,0.15,0.05,0
2024-06-12T08:48:46.662868,0.15,0.05,0
2024-06-12T08:48:46.761838,0.15,0.05,0
2024-06-12T08:48:46.861895,0.15,0.05,0
2024-06-12T08:48:46.961792,0.15,0.05,0
2024-06-12T08:48:47.062758,0.15,0.05,0
2024-06-12T08:48:47.161673,0.15,0.05,0
2024-06-12T08:48:47.262044,0.15,0.05,0
2024-06-12T08:48:47.361855,0.15,0.05,0
2024-06-12T08:48:47.461637,0.15,0.05,0
2024-06-12T08:48:47.561785,0.15,0.05,0
2024-06-12T08:48:47.661795,0.15,0.05,0
2024-06-12T08:48:47.762185,0.15,0.05,0
2024-06-12T08:48:47.861939,0.15,0.05,0
2024-06-12T08:48:47.962321,0.15,0.05,0
2024-06-12T08:48:48.062043,0.15,0.05,0
2024-06-12T08:48:48.162011,0.15,0.05,0
2024-06-12T08:48:48.263016,0.15,0.05,0
